PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,AgeBand
332,0,1,male,45,0,0,113043,28.5,C124,S,"(32.0, 48.0]"
333,0,1,male,38,0,1,PC 17582,153.4625,C91,S,"(32.0, 48.0]"
334,0,3,male,16,2,0,345764,18.0,Missing,S,"(-0.08, 16.0]"
335,1,1,female,21,1,0,PC 17611,133.65,Missing,S,"(16.0, 32.0]"
336,0,3,male,43,0,0,349225,7.8958,Missing,S,"(32.0, 48.0]"
337,0,1,male,29,1,0,113776,66.6,C2,S,"(16.0, 32.0]"
338,1,1,female,41,0,0,16966,134.5,E40,C,"(32.0, 48.0]"
339,1,3,male,45,0,0,7598,8.05,Missing,S,"(32.0, 48.0]"
340,0,1,male,45,0,0,113784,35.5,T,S,"(32.0, 48.0]"
341,1,2,male,2,1,1,230080,26.0,F2,S,"(-0.08, 16.0]"
342,1,1,female,24,3,2,19950,263.0,C23 C25 C27,S,"(16.0, 32.0]"
343,0,2,male,28,0,0,248740,13.0,Missing,S,"(16.0, 32.0]"
344,0,2,male,25,0,0,244361,13.0,Missing,S,"(16.0, 32.0]"
345,0,2,male,36,0,0,229236,13.0,Missing,S,"(32.0, 48.0]"
346,1,2,female,24,0,0,248733,13.0,F33,S,"(16.0, 32.0]"
347,1,2,female,40,0,0,31418,13.0,Missing,S,"(32.0, 48.0]"
348,1,3,female,16,1,0,386525,16.1,Missing,S,"(-0.08, 16.0]"
349,1,3,male,3,1,1,C.A. 37671,15.9,Missing,S,"(-0.08, 16.0]"
350,0,3,male,42,0,0,315088,8.6625,Missing,S,"(32.0, 48.0]"
351,0,3,male,23,0,0,7267,9.225,Missing,S,"(16.0, 32.0]"
352,0,1,male,16,0,0,113510,35.0,C128,S,"(-0.08, 16.0]"
353,0,3,male,15,1,1,2695,7.2292,Missing,C,"(-0.08, 16.0]"
354,0,3,male,25,1,0,349237,17.8,Missing,S,"(16.0, 32.0]"
355,0,3,male,24,0,0,2647,7.225,Missing,C,"(16.0, 32.0]"
356,0,3,male,28,0,0,345783,9.5,Missing,S,"(16.0, 32.0]"
357,1,1,female,22,0,1,113505,55.0,E33,S,"(16.0, 32.0]"
358,0,2,female,38,0,0,237671,13.0,Missing,S,"(32.0, 48.0]"
359,1,3,female,21,0,0,330931,7.8792,Missing,Q,"(16.0, 32.0]"
360,1,3,female,28,0,0,330980,7.8792,Missing,Q,"(16.0, 32.0]"
361,0,3,male,40,1,4,347088,27.9,Missing,S,"(32.0, 48.0]"
362,0,2,male,29,1,0,SC/PARIS 2167,27.7208,Missing,C,"(16.0, 32.0]"
363,0,3,female,45,0,1,2691,14.4542,Missing,C,"(32.0, 48.0]"
364,0,3,male,35,0,0,SOTON/O.Q. 3101310,7.05,Missing,S,"(32.0, 48.0]"
365,0,3,male,33,1,0,370365,15.5,Missing,Q,"(32.0, 48.0]"
366,0,3,male,30,0,0,C 7076,7.25,Missing,S,"(16.0, 32.0]"
367,1,1,female,60,1,0,110813,75.25,D37,C,"(48.0, 64.0]"
368,1,3,female,35,0,0,2626,7.2292,Missing,C,"(32.0, 48.0]"
369,1,3,female,32,0,0,14313,7.75,Missing,Q,"(16.0, 32.0]"
370,1,1,female,24,0,0,PC 17477,69.3,B35,C,"(16.0, 32.0]"
371,1,1,male,25,1,0,11765,55.4417,E50,C,"(16.0, 32.0]"
372,0,3,male,18,1,0,3101267,6.4958,Missing,S,"(16.0, 32.0]"
373,0,3,male,19,0,0,323951,8.05,Missing,S,"(16.0, 32.0]"
374,0,1,male,22,0,0,PC 17760,135.6333,Missing,C,"(16.0, 32.0]"
375,0,3,female,3,3,1,349909,21.075,Missing,S,"(-0.08, 16.0]"
376,1,1,female,23,1,0,PC 17604,82.1708,Missing,C,"(16.0, 32.0]"
377,1,3,female,22,0,0,C 7077,7.25,Missing,S,"(16.0, 32.0]"
378,0,1,male,27,0,2,113503,211.5,C82,C,"(16.0, 32.0]"
379,0,3,male,20,0,0,2648,4.0125,Missing,C,"(16.0, 32.0]"
380,0,3,male,19,0,0,347069,7.775,Missing,S,"(16.0, 32.0]"
381,1,1,female,42,0,0,PC 17757,227.525,Missing,C,"(32.0, 48.0]"
382,1,3,female,1,0,2,2653,15.7417,Missing,C,"(-0.08, 16.0]"
383,0,3,male,32,0,0,STON/O 2. 3101293,7.925,Missing,S,"(16.0, 32.0]"
384,1,1,female,35,1,0,113789,52.0,Missing,S,"(32.0, 48.0]"
385,0,3,male,21,0,0,349227,7.8958,Missing,S,"(16.0, 32.0]"
386,0,2,male,18,0,0,S.O.C. 14879,73.5,Missing,S,"(16.0, 32.0]"
387,0,3,male,1,5,2,CA 2144,46.9,Missing,S,"(-0.08, 16.0]"
388,1,2,female,36,0,0,27849,13.0,Missing,S,"(32.0, 48.0]"
389,0,3,male,29,0,0,367655,7.7292,Missing,Q,"(16.0, 32.0]"
390,1,2,female,17,0,0,SC 1748,12.0,Missing,C,"(16.0, 32.0]"
391,1,1,male,36,1,2,113760,120.0,B96 B98,S,"(32.0, 48.0]"
392,1,3,male,21,0,0,350034,7.7958,Missing,S,"(16.0, 32.0]"
393,0,3,male,28,2,0,3101277,7.925,Missing,S,"(16.0, 32.0]"
394,1,1,female,23,1,0,35273,113.275,D36,C,"(16.0, 32.0]"
395,1,3,female,24,0,2,PP 9549,16.7,G6,S,"(16.0, 32.0]"
396,0,3,male,22,0,0,350052,7.7958,Missing,S,"(16.0, 32.0]"
397,0,3,female,31,0,0,350407,7.8542,Missing,S,"(16.0, 32.0]"
398,0,2,male,46,0,0,28403,26.0,Missing,S,"(32.0, 48.0]"
399,0,2,male,23,0,0,244278,10.5,Missing,S,"(16.0, 32.0]"
400,1,2,female,28,0,0,240929,12.65,Missing,S,"(16.0, 32.0]"
401,1,3,male,39,0,0,STON/O 2. 3101289,7.925,Missing,S,"(32.0, 48.0]"
402,0,3,male,26,0,0,341826,8.05,Missing,S,"(16.0, 32.0]"
403,0,3,female,21,1,0,4137,9.825,Missing,S,"(16.0, 32.0]"
404,0,3,male,28,1,0,STON/O2. 3101279,15.85,Missing,S,"(16.0, 32.0]"
405,0,3,female,20,0,0,315096,8.6625,Missing,S,"(16.0, 32.0]"
406,0,2,male,34,1,0,28664,21.0,Missing,S,"(32.0, 48.0]"
407,0,3,male,51,0,0,347064,7.75,Missing,S,"(48.0, 64.0]"
408,1,2,male,3,1,1,29106,18.75,Missing,S,"(-0.08, 16.0]"
409,0,3,male,21,0,0,312992,7.775,Missing,S,"(16.0, 32.0]"
410,0,3,female,37,3,1,4133,25.4667,Missing,S,"(32.0, 48.0]"
411,0,3,male,36,0,0,349222,7.8958,Missing,S,"(32.0, 48.0]"
412,0,3,male,36,0,0,394140,6.8583,Missing,Q,"(32.0, 48.0]"
413,1,1,female,33,1,0,19928,90.0,C78,Q,"(32.0, 48.0]"
414,0,2,male,28,0,0,239853,0.0,Missing,S,"(16.0, 32.0]"
415,1,3,male,44,0,0,STON/O 2. 3101269,7.925,Missing,S,"(32.0, 48.0]"
416,0,3,female,41,0,0,343095,8.05,Missing,S,"(32.0, 48.0]"
417,1,2,female,34,1,1,28220,32.5,Missing,S,"(32.0, 48.0]"
418,1,2,female,18,0,2,250652,13.0,Missing,S,"(16.0, 32.0]"
419,0,2,male,30,0,0,28228,13.0,Missing,S,"(16.0, 32.0]"
420,0,3,female,10,0,2,345773,24.15,Missing,S,"(-0.08, 16.0]"
421,0,3,male,21,0,0,349254,7.8958,Missing,C,"(16.0, 32.0]"
422,0,3,male,21,0,0,A/5. 13032,7.7333,Missing,Q,"(16.0, 32.0]"
423,0,3,male,29,0,0,315082,7.875,Missing,S,"(16.0, 32.0]"
424,0,3,female,28,1,1,347080,14.4,Missing,S,"(16.0, 32.0]"
425,0,3,male,18,1,1,370129,20.2125,Missing,S,"(16.0, 32.0]"
426,0,3,male,21,0,0,A/4. 34244,7.25,Missing,S,"(16.0, 32.0]"
427,1,2,female,28,1,0,2003,26.0,Missing,S,"(16.0, 32.0]"
428,1,2,female,19,0,0,250655,26.0,Missing,S,"(16.0, 32.0]"
429,0,3,male,28,0,0,364851,7.75,Missing,Q,"(16.0, 32.0]"
430,1,3,male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S,"(16.0, 32.0]"
431,1,1,male,28,0,0,110564,26.55,C52,S,"(16.0, 32.0]"
432,1,3,female,38,1,0,376564,16.1,Missing,S,"(32.0, 48.0]"
433,1,2,female,42,1,0,SC/AH 3085,26.0,Missing,S,"(32.0, 48.0]"
434,0,3,male,17,0,0,STON/O 2. 3101274,7.125,Missing,S,"(16.0, 32.0]"
435,0,1,male,50,1,0,13507,55.9,E44,S,"(48.0, 64.0]"
436,1,1,female,14,1,2,113760,120.0,B96 B98,S,"(-0.08, 16.0]"
437,0,3,female,21,2,2,W./C. 6608,34.375,Missing,S,"(16.0, 32.0]"
438,1,2,female,24,2,3,29106,18.75,Missing,S,"(16.0, 32.0]"
439,0,1,male,64,1,4,19950,263.0,C23 C25 C27,S,"(48.0, 64.0]"
440,0,2,male,31,0,0,C.A. 18723,10.5,Missing,S,"(16.0, 32.0]"
441,1,2,female,45,1,1,F.C.C. 13529,26.25,Missing,S,"(32.0, 48.0]"
442,0,3,male,20,0,0,345769,9.5,Missing,S,"(16.0, 32.0]"
443,0,3,male,25,1,0,347076,7.775,Missing,S,"(16.0, 32.0]"
444,1,2,female,28,0,0,230434,13.0,Missing,S,"(16.0, 32.0]"
445,1,3,male,15,0,0,65306,8.1125,Missing,S,"(-0.08, 16.0]"
446,1,1,male,4,0,2,33638,81.8583,A34,S,"(-0.08, 16.0]"
447,1,2,female,13,0,1,250644,19.5,Missing,S,"(-0.08, 16.0]"
448,1,1,male,34,0,0,113794,26.55,Missing,S,"(32.0, 48.0]"
449,1,3,female,5,2,1,2666,19.2583,Missing,C,"(-0.08, 16.0]"
450,1,1,male,52,0,0,113786,30.5,C104,S,"(48.0, 64.0]"
451,0,2,male,36,1,2,C.A. 34651,27.75,Missing,S,"(32.0, 48.0]"
452,0,3,male,23,1,0,65303,19.9667,Missing,S,"(16.0, 32.0]"
453,0,1,male,30,0,0,113051,27.75,C111,C,"(16.0, 32.0]"
454,1,1,male,49,1,0,17453,89.1042,C92,C,"(48.0, 64.0]"
455,0,3,male,22,0,0,A/5 2817,8.05,Missing,S,"(16.0, 32.0]"
456,1,3,male,29,0,0,349240,7.8958,Missing,C,"(16.0, 32.0]"
457,0,1,male,65,0,0,13509,26.55,E38,S,"(64.0, 80.0]"
458,1,1,female,26,1,0,17464,51.8625,D21,S,"(16.0, 32.0]"
459,1,2,female,50,0,0,F.C.C. 13531,10.5,Missing,S,"(48.0, 64.0]"
460,0,3,male,32,0,0,371060,7.75,Missing,Q,"(16.0, 32.0]"
461,1,1,male,48,0,0,19952,26.55,E12,S,"(32.0, 48.0]"
462,0,3,male,34,0,0,364506,8.05,Missing,S,"(32.0, 48.0]"
463,0,1,male,47,0,0,111320,38.5,E63,S,"(32.0, 48.0]"
464,0,2,male,48,0,0,234360,13.0,Missing,S,"(32.0, 48.0]"
465,0,3,male,32,0,0,A/S 2816,8.05,Missing,S,"(16.0, 32.0]"
466,0,3,male,38,0,0,SOTON/O.Q. 3101306,7.05,Missing,S,"(32.0, 48.0]"
467,0,2,male,41,0,0,239853,0.0,Missing,S,"(32.0, 48.0]"
468,0,1,male,56,0,0,113792,26.55,Missing,S,"(48.0, 64.0]"
469,0,3,male,25,0,0,36209,7.725,Missing,Q,"(16.0, 32.0]"
470,1,3,female,0,2,1,2666,19.2583,Missing,C,"(-0.08, 16.0]"
471,0,3,male,28,0,0,323592,7.25,Missing,S,"(16.0, 32.0]"
472,0,3,male,38,0,0,315089,8.6625,Missing,S,"(32.0, 48.0]"
473,1,2,female,33,1,2,C.A. 34651,27.75,Missing,S,"(32.0, 48.0]"
474,1,2,female,23,0,0,SC/AH Basle 541,13.7917,D,C,"(16.0, 32.0]"
475,0,3,female,22,0,0,7553,9.8375,Missing,S,"(16.0, 32.0]"
476,0,1,male,18,0,0,110465,52.0,A14,S,"(16.0, 32.0]"
477,0,2,male,34,1,0,31027,21.0,Missing,S,"(32.0, 48.0]"
478,0,3,male,29,1,0,3460,7.0458,Missing,S,"(16.0, 32.0]"
479,0,3,male,22,0,0,350060,7.5208,Missing,S,"(16.0, 32.0]"
480,1,3,female,2,0,1,3101298,12.2875,Missing,S,"(-0.08, 16.0]"
481,0,3,male,9,5,2,CA 2144,46.9,Missing,S,"(-0.08, 16.0]"
482,0,2,male,25,0,0,239854,0.0,Missing,S,"(16.0, 32.0]"
483,0,3,male,50,0,0,A/5 3594,8.05,Missing,S,"(48.0, 64.0]"
484,1,3,female,63,0,0,4134,9.5875,Missing,S,"(48.0, 64.0]"
485,1,1,male,25,1,0,11967,91.0792,B49,C,"(16.0, 32.0]"
486,0,3,female,29,3,1,4133,25.4667,Missing,S,"(16.0, 32.0]"
487,1,1,female,35,1,0,19943,90.0,C93,S,"(32.0, 48.0]"
488,0,1,male,58,0,0,11771,29.7,B37,C,"(48.0, 64.0]"
489,0,3,male,30,0,0,A.5. 18509,8.05,Missing,S,"(16.0, 32.0]"
490,1,3,male,9,1,1,C.A. 37671,15.9,Missing,S,"(-0.08, 16.0]"
491,0,3,male,19,1,0,65304,19.9667,Missing,S,"(16.0, 32.0]"
492,0,3,male,21,0,0,SOTON/OQ 3101317,7.25,Missing,S,"(16.0, 32.0]"
493,0,1,male,55,0,0,113787,30.5,C30,S,"(48.0, 64.0]"
494,0,1,male,71,0,0,PC 17609,49.5042,Missing,C,"(64.0, 80.0]"
495,0,3,male,21,0,0,A/4 45380,8.05,Missing,S,"(16.0, 32.0]"
496,0,3,male,39,0,0,2627,14.4583,Missing,C,"(32.0, 48.0]"
497,1,1,female,54,1,0,36947,78.2667,D20,C,"(48.0, 64.0]"
498,0,3,male,40,0,0,C.A. 6212,15.1,Missing,S,"(32.0, 48.0]"
499,0,1,female,25,1,2,113781,151.55,C22 C26,S,"(16.0, 32.0]"
500,0,3,male,24,0,0,350035,7.7958,Missing,S,"(16.0, 32.0]"
501,0,3,male,17,0,0,315086,8.6625,Missing,S,"(16.0, 32.0]"
502,0,3,female,21,0,0,364846,7.75,Missing,Q,"(16.0, 32.0]"
503,0,3,female,38,0,0,330909,7.6292,Missing,Q,"(32.0, 48.0]"
504,0,3,female,37,0,0,4135,9.5875,Missing,S,"(32.0, 48.0]"
505,1,1,female,16,0,0,110152,86.5,B79,S,"(-0.08, 16.0]"
506,0,1,male,18,1,0,PC 17758,108.9,C65,C,"(16.0, 32.0]"
507,1,2,female,33,0,2,26360,26.0,Missing,S,"(32.0, 48.0]"
508,1,1,male,15,0,0,111427,26.55,Missing,S,"(-0.08, 16.0]"
509,0,3,male,28,0,0,C 4001,22.525,Missing,S,"(16.0, 32.0]"
510,1,3,male,26,0,0,1601,56.4958,Missing,S,"(16.0, 32.0]"
511,1,3,male,29,0,0,382651,7.75,Missing,Q,"(16.0, 32.0]"
512,0,3,male,39,0,0,SOTON/OQ 3101316,8.05,Missing,S,"(32.0, 48.0]"
513,1,1,male,36,0,0,PC 17473,26.2875,E25,S,"(32.0, 48.0]"
514,1,1,female,54,1,0,PC 17603,59.4,Missing,C,"(48.0, 64.0]"
515,0,3,male,24,0,0,349209,7.4958,Missing,S,"(16.0, 32.0]"
516,0,1,male,47,0,0,36967,34.0208,D46,S,"(32.0, 48.0]"
517,1,2,female,34,0,0,C.A. 34260,10.5,F33,S,"(32.0, 48.0]"
518,0,3,male,23,0,0,371110,24.15,Missing,Q,"(16.0, 32.0]"
519,1,2,female,36,1,0,226875,26.0,Missing,S,"(32.0, 48.0]"
520,0,3,male,32,0,0,349242,7.8958,Missing,S,"(16.0, 32.0]"
521,1,1,female,30,0,0,12749,93.5,B73,S,"(16.0, 32.0]"
522,0,3,male,22,0,0,349252,7.8958,Missing,S,"(16.0, 32.0]"
523,0,3,male,41,0,0,2624,7.225,Missing,C,"(32.0, 48.0]"
524,1,1,female,44,0,1,111361,57.9792,B18,C,"(32.0, 48.0]"
525,0,3,male,34,0,0,2700,7.2292,Missing,C,"(32.0, 48.0]"
526,0,3,male,40,0,0,367232,7.75,Missing,Q,"(32.0, 48.0]"
527,1,2,female,50,0,0,W./C. 14258,10.5,Missing,S,"(48.0, 64.0]"
528,0,1,male,40,0,0,PC 17483,221.7792,C95,S,"(32.0, 48.0]"
529,0,3,male,39,0,0,3101296,7.925,Missing,S,"(32.0, 48.0]"
530,0,2,male,23,2,1,29104,11.5,Missing,S,"(16.0, 32.0]"
531,1,2,female,2,1,1,26360,26.0,Missing,S,"(-0.08, 16.0]"
532,0,3,male,42,0,0,2641,7.2292,Missing,C,"(32.0, 48.0]"
533,0,3,male,17,1,1,2690,7.2292,Missing,C,"(16.0, 32.0]"
534,1,3,female,33,0,2,2668,22.3583,Missing,C,"(32.0, 48.0]"
535,0,3,female,30,0,0,315084,8.6625,Missing,S,"(16.0, 32.0]"
536,1,2,female,7,0,2,F.C.C. 13529,26.25,Missing,S,"(-0.08, 16.0]"
537,0,1,male,45,0,0,113050,26.55,B38,S,"(32.0, 48.0]"
538,1,1,female,30,0,0,PC 17761,106.425,Missing,C,"(16.0, 32.0]"
539,0,3,male,36,0,0,364498,14.5,Missing,S,"(32.0, 48.0]"
540,1,1,female,22,0,2,13568,49.5,B39,C,"(16.0, 32.0]"
541,1,1,female,36,0,2,WE/P 5735,71.0,B22,S,"(32.0, 48.0]"
542,0,3,female,9,4,2,347082,31.275,Missing,S,"(-0.08, 16.0]"
543,0,3,female,11,4,2,347082,31.275,Missing,S,"(-0.08, 16.0]"
544,1,2,male,32,1,0,2908,26.0,Missing,S,"(16.0, 32.0]"
545,0,1,male,50,1,0,PC 17761,106.425,C86,C,"(48.0, 64.0]"
546,0,1,male,64,0,0,693,26.0,Missing,S,"(48.0, 64.0]"
547,1,2,female,19,1,0,2908,26.0,Missing,S,"(16.0, 32.0]"
548,1,2,male,24,0,0,SC/PARIS 2146,13.8625,Missing,C,"(16.0, 32.0]"
549,0,3,male,33,1,1,363291,20.525,Missing,S,"(32.0, 48.0]"
550,1,2,male,8,1,1,C.A. 33112,36.75,Missing,S,"(-0.08, 16.0]"
551,1,1,male,17,0,2,17421,110.8833,C70,C,"(16.0, 32.0]"
552,0,2,male,27,0,0,244358,26.0,Missing,S,"(16.0, 32.0]"
553,0,3,male,34,0,0,330979,7.8292,Missing,Q,"(32.0, 48.0]"
554,1,3,male,22,0,0,2620,7.225,Missing,C,"(16.0, 32.0]"
555,1,3,female,22,0,0,347085,7.775,Missing,S,"(16.0, 32.0]"
556,0,1,male,62,0,0,113807,26.55,Missing,S,"(48.0, 64.0]"
557,1,1,female,48,1,0,11755,39.6,A16,C,"(32.0, 48.0]"
558,0,1,male,30,0,0,PC 17757,227.525,Missing,C,"(16.0, 32.0]"
559,1,1,female,39,1,1,110413,79.65,E67,S,"(32.0, 48.0]"
560,1,3,female,36,1,0,345572,17.4,Missing,S,"(32.0, 48.0]"
561,0,3,male,22,0,0,372622,7.75,Missing,Q,"(16.0, 32.0]"
562,0,3,male,40,0,0,349251,7.8958,Missing,S,"(32.0, 48.0]"
563,0,2,male,28,0,0,218629,13.5,Missing,S,"(16.0, 32.0]"
564,0,3,male,40,0,0,SOTON/OQ 392082,8.05,Missing,S,"(32.0, 48.0]"
565,0,3,female,24,0,0,SOTON/O.Q. 392087,8.05,Missing,S,"(16.0, 32.0]"
566,0,3,male,24,2,0,A/4 48871,24.15,Missing,S,"(16.0, 32.0]"
567,0,3,male,19,0,0,349205,7.8958,Missing,S,"(16.0, 32.0]"
568,0,3,female,29,0,4,349909,21.075,Missing,S,"(16.0, 32.0]"
569,0,3,male,42,0,0,2686,7.2292,Missing,C,"(32.0, 48.0]"
570,1,3,male,32,0,0,350417,7.8542,Missing,S,"(16.0, 32.0]"
571,1,2,male,62,0,0,S.W./PP 752,10.5,Missing,S,"(48.0, 64.0]"
572,1,1,female,53,2,0,11769,51.4792,C101,S,"(48.0, 64.0]"
573,1,1,male,36,0,0,PC 17474,26.3875,E25,S,"(32.0, 48.0]"
574,1,3,female,17,0,0,14312,7.75,Missing,Q,"(16.0, 32.0]"
575,0,3,male,16,0,0,A/4. 20589,8.05,Missing,S,"(-0.08, 16.0]"
576,0,3,male,19,0,0,358585,14.5,Missing,S,"(16.0, 32.0]"
577,1,2,female,34,0,0,243880,13.0,Missing,S,"(32.0, 48.0]"
578,1,1,female,39,1,0,13507,55.9,E44,S,"(32.0, 48.0]"
579,0,3,female,20,1,0,2689,14.4583,Missing,C,"(16.0, 32.0]"
580,1,3,male,32,0,0,STON/O 2. 3101286,7.925,Missing,S,"(16.0, 32.0]"
581,1,2,female,25,1,1,237789,30.0,Missing,S,"(16.0, 32.0]"
582,1,1,female,39,1,1,17421,110.8833,C68,C,"(32.0, 48.0]"
583,0,2,male,54,0,0,28403,26.0,Missing,S,"(48.0, 64.0]"
584,0,1,male,36,0,0,13049,40.125,A10,C,"(32.0, 48.0]"
585,0,3,male,16,0,0,3411,8.7125,Missing,C,"(-0.08, 16.0]"
586,1,1,female,18,0,2,110413,79.65,E68,S,"(16.0, 32.0]"
587,0,2,male,47,0,0,237565,15.0,Missing,S,"(32.0, 48.0]"
588,1,1,male,60,1,1,13567,79.2,B41,C,"(48.0, 64.0]"
589,0,3,male,22,0,0,14973,8.05,Missing,S,"(16.0, 32.0]"
590,0,3,male,38,0,0,A./5. 3235,8.05,Missing,S,"(32.0, 48.0]"
591,0,3,male,35,0,0,STON/O 2. 3101273,7.125,Missing,S,"(32.0, 48.0]"
592,1,1,female,52,1,0,36947,78.2667,D20,C,"(48.0, 64.0]"
593,0,3,male,47,0,0,A/5 3902,7.25,Missing,S,"(32.0, 48.0]"
594,0,3,female,30,0,2,364848,7.75,Missing,Q,"(16.0, 32.0]"
595,0,2,male,37,1,0,SC/AH 29037,26.0,Missing,S,"(32.0, 48.0]"
596,0,3,male,36,1,1,345773,24.15,Missing,S,"(32.0, 48.0]"
597,1,2,female,26,0,0,248727,33.0,Missing,S,"(16.0, 32.0]"
598,0,3,male,49,0,0,LINE,0.0,Missing,S,"(48.0, 64.0]"
599,0,3,male,27,0,0,2664,7.225,Missing,C,"(16.0, 32.0]"
600,1,1,male,49,1,0,PC 17485,56.9292,A20,C,"(48.0, 64.0]"
601,1,2,female,24,2,1,243847,27.0,Missing,S,"(16.0, 32.0]"
602,0,3,male,39,0,0,349214,7.8958,Missing,S,"(32.0, 48.0]"
603,0,1,male,30,0,0,113796,42.4,Missing,S,"(16.0, 32.0]"
604,0,3,male,44,0,0,364511,8.05,Missing,S,"(32.0, 48.0]"
605,1,1,male,35,0,0,111426,26.55,Missing,C,"(32.0, 48.0]"
606,0,3,male,36,1,0,349910,15.55,Missing,S,"(32.0, 48.0]"
607,0,3,male,30,0,0,349246,7.8958,Missing,S,"(16.0, 32.0]"
608,1,1,male,27,0,0,113804,30.5,Missing,S,"(16.0, 32.0]"
609,1,2,female,22,1,2,SC/Paris 2123,41.5792,Missing,C,"(16.0, 32.0]"
610,1,1,female,40,0,0,PC 17582,153.4625,C125,S,"(32.0, 48.0]"
611,0,3,female,39,1,5,347082,31.275,Missing,S,"(32.0, 48.0]"
612,0,3,male,17,0,0,SOTON/O.Q. 3101305,7.05,Missing,S,"(16.0, 32.0]"
613,1,3,female,16,1,0,367230,15.5,Missing,Q,"(-0.08, 16.0]"
614,0,3,male,23,0,0,370377,7.75,Missing,Q,"(16.0, 32.0]"
615,0,3,male,35,0,0,364512,8.05,Missing,S,"(32.0, 48.0]"
616,1,2,female,24,1,2,220845,65.0,Missing,S,"(16.0, 32.0]"
617,0,3,male,34,1,1,347080,14.4,Missing,S,"(32.0, 48.0]"
618,0,3,female,26,1,0,A/5. 3336,16.1,Missing,S,"(16.0, 32.0]"
619,1,2,female,4,2,1,230136,39.0,F4,S,"(-0.08, 16.0]"
620,0,2,male,26,0,0,31028,10.5,Missing,S,"(16.0, 32.0]"
621,0,3,male,27,1,0,2659,14.4542,Missing,C,"(16.0, 32.0]"
622,1,1,male,42,1,0,11753,52.5542,D19,S,"(32.0, 48.0]"
623,1,3,male,20,1,1,2653,15.7417,Missing,C,"(16.0, 32.0]"
624,0,3,male,21,0,0,350029,7.8542,Missing,S,"(16.0, 32.0]"
625,0,3,male,21,0,0,54636,16.1,Missing,S,"(16.0, 32.0]"
626,0,1,male,61,0,0,36963,32.3208,D50,S,"(48.0, 64.0]"
627,0,2,male,57,0,0,219533,12.35,Missing,Q,"(48.0, 64.0]"
628,1,1,female,21,0,0,13502,77.9583,D9,S,"(16.0, 32.0]"
629,0,3,male,26,0,0,349224,7.8958,Missing,S,"(16.0, 32.0]"
630,0,3,male,16,0,0,334912,7.7333,Missing,Q,"(-0.08, 16.0]"
631,1,1,male,80,0,0,27042,30.0,A23,S,"(64.0, 80.0]"
632,0,3,male,51,0,0,347743,7.0542,Missing,S,"(48.0, 64.0]"
633,1,1,male,32,0,0,13214,30.5,B50,C,"(16.0, 32.0]"
634,0,1,male,26,0,0,112052,0.0,Missing,S,"(16.0, 32.0]"
635,0,3,female,9,3,2,347088,27.9,Missing,S,"(-0.08, 16.0]"
636,1,2,female,28,0,0,237668,13.0,Missing,S,"(16.0, 32.0]"
637,0,3,male,32,0,0,STON/O 2. 3101292,7.925,Missing,S,"(16.0, 32.0]"
638,0,2,male,31,1,1,C.A. 31921,26.25,Missing,S,"(16.0, 32.0]"
639,0,3,female,41,0,5,3101295,39.6875,Missing,S,"(32.0, 48.0]"
640,0,3,male,28,1,0,376564,16.1,Missing,S,"(16.0, 32.0]"
641,0,3,male,20,0,0,350050,7.8542,Missing,S,"(16.0, 32.0]"
642,1,1,female,24,0,0,PC 17477,69.3,B35,C,"(16.0, 32.0]"
643,0,3,female,2,3,2,347088,27.9,Missing,S,"(-0.08, 16.0]"
644,1,3,male,30,0,0,1601,56.4958,Missing,S,"(16.0, 32.0]"
645,1,3,female,0,2,1,2666,19.2583,Missing,C,"(-0.08, 16.0]"
646,1,1,male,48,1,0,PC 17572,76.7292,D33,C,"(32.0, 48.0]"
647,0,3,male,19,0,0,349231,7.8958,Missing,S,"(16.0, 32.0]"
648,1,1,male,56,0,0,13213,35.5,A26,C,"(48.0, 64.0]"
649,0,3,male,38,0,0,S.O./P.P. 751,7.55,Missing,S,"(32.0, 48.0]"
650,1,3,female,23,0,0,CA. 2314,7.55,Missing,S,"(16.0, 32.0]"
651,0,3,male,16,0,0,349221,7.8958,Missing,S,"(-0.08, 16.0]"
652,1,2,female,18,0,1,231919,23.0,Missing,S,"(16.0, 32.0]"
653,0,3,male,21,0,0,8475,8.4333,Missing,S,"(16.0, 32.0]"
654,1,3,female,36,0,0,330919,7.8292,Missing,Q,"(32.0, 48.0]"
655,0,3,female,18,0,0,365226,6.75,Missing,Q,"(16.0, 32.0]"
656,0,2,male,24,2,0,S.O.C. 14879,73.5,Missing,S,"(16.0, 32.0]"
657,0,3,male,38,0,0,349223,7.8958,Missing,S,"(32.0, 48.0]"
658,0,3,female,32,1,1,364849,15.5,Missing,Q,"(16.0, 32.0]"
659,0,2,male,23,0,0,29751,13.0,Missing,S,"(16.0, 32.0]"
660,0,1,male,58,0,2,35273,113.275,D48,C,"(48.0, 64.0]"
661,1,1,male,50,2,0,PC 17611,133.65,Missing,S,"(48.0, 64.0]"
662,0,3,male,40,0,0,2623,7.225,Missing,C,"(32.0, 48.0]"
663,0,1,male,47,0,0,5727,25.5875,E58,S,"(32.0, 48.0]"
664,0,3,male,36,0,0,349210,7.4958,Missing,S,"(32.0, 48.0]"
665,1,3,male,20,1,0,STON/O 2. 3101285,7.925,Missing,S,"(16.0, 32.0]"
